TimeStamp,Symbol,Quantity,Price
51337965400,ddb,58,56
51337969207,cga,93,238
51337978938,ebd,247,252
51337983827,fee,287,166
51337985986,gcc,29,142
51337986617,gff,75,19
51338010051,eed,243,34
51338018434,edc,243,81
51338029576,ged,220,394
51338045338,adf,266,305
51338047991,fde,271,49
51338082462,gce,293,399
51338090505,cad,201,193
51338091872,adb,287,208
51338105815,cba,249,181
51338118605,gea,230,98
51338120214,dcd,52,155
51338146165,adg,79,244
51338177632,baa,104,152
51338180865,dgc,229,37
51338188549,dgg,49,251
51338215687,bfg,281,164
51338238196,bce,37,92
51338247703,age,115,142
51338264617,ffg,9,133
51338271946,cdd,170,162
51338281925,eba,134,130
51338283259,bgc,175,118
51338287949,aaf,156,283
51338308295,bgb,24,247
51338319807,bcc,211,12
51338341079,cdc,211,129
51338341486,ccg,209,65
51338342307,fga,84,325
51338351051,ceb,299,305
51338357202,edg,160,434
51338396785,ecb,249,104
51338408585,acd,272,56
51338409702,ddd,117,228
51338419435,dge,48,45
51338435032,ccg,36,68
51338435112,egg,56,54
51338438580,cgg,247,350
51338445621,bab,60,112
51338474009,ccg,208,68
51338475295,bbd,35,99
51338518987,cgd,217,26
51338558384,eda,49,84
51338565250,aeb,220,166
51338568014,afa,13,201
51338571126,dag,82,78
51338602491,fed,95,314
51338604442,ffe,284,9
51338623254,egc,41,69
51338630089,gge,103,260
51338636012,fgf,220,174
51338643334,cea,158,166
51338650902,cba,99,166
51338653303,ece,55,154
51338660882,ffb,184,164
51338665507,aeb,271,166
51338698132,cbg,119,284
51338708227,ega,25,22
51338772590,adc,203,208
51338775008,dgd,296,56
51338780856,dcd,7,182
51338783769,bcg,133,94
51338790867,ccc,17,231
51338813101,aff,224,10
51338814221,ged,184,327
51338834964,dbf,76,362
51338846452,ded,27,153
51338848959,aca,73,5
51338869846,dec,295,56
51338878429,bac,8,40
51338892120,eaf,168,18
51338896645,efa,208,290
51338897898,efb,172,148
51338901507,fcd,248,269
51338910516,fbf,105,120
51338937128,eba,2,131
51338942431,abf,288,62
51338950004,cfb,143,11
51338987884,def,229,311
51339014606,abe,110,286
51339018819,gef,90,116
51339026461,gfd,174,128
51339035799,deg,182,79
51339044047,fba,47,221
51339047484,bfe,56,530
51339050280,afc,69,158
51339086526,ecd,201,107
51339110824,cab,192,236
51339142686,fbb,107,11
51339151190,ffd,90,73
51339159283,dcb,127,58
51339184169,fgd,225,123
51339210983,cee,243,216
51339228679,gdf,111,239
51339239557,cdb,271,13
51339298364,fcg,249,376
51339313064,bge,185,178
51339322825,deb,289,180
51339360945,bdd,80,228
51339366409,geg,94,434
51339369157,cbc,295,172
51339374461,dbd,277,291
51339378862,ecc,186,87
51339403004,aae,281,76
51339415855,acb,281,209
51339448315,age,266,115
51339449507,cde,3,422
51339480157,fbg,172,41
51339484787,bbe,30,127
51339486128,fcd,57,263
51339539166,fdf,81,286
51339568487,aac,29,232
51339572225,gdf,267,260
51339587952,egc,221,65
51339590241,dbe,225,164
51339637556,fgg,249,206
51339654725,dfa,122,40
51339689526,fad,55,76
51339698345,ceb,284,347
51339720621,ggb,138,23
51339721457,afb,98,144
51339721962,eae,31,94
51339724877,beb,231,207
51339728374,ecb,1,90
51339730325,efc,202,318
51339730825,efg,204,132
51339730957,efb,93,168
51339749410,dcc,22,140
51339759677,bgf,216,91
51339823064,dfc,214,119
51339835733,beg,232,162
51339847647,ccb,270,14
51339855567,dgf,105,69
51339894589,eee,87,146
51339922669,bff,112,129
51339954670,gca,41,177
51339954940,gbf,141,226
51339971709,aaa,235,287
51339980044,dbc,129,90
51340007036,egd,107,38
51340024416,baf,35,16
51340037765,ccc,22,233
51340048973,edb,150,165
51340052329,cca,15,166
51340053501,eed,180,33
51340054367,gbg,37,13
51340056405,fbe,237,131
51340085643,ace,230,280
51340085796,bfg,97,142
51340095655,dca,172,368
51340101340,eff,212,122
51340125170,fgb,53,215
51340135264,ced,110,67
51340167419,baa,137,174
51340203303,ffe,202,10
51340221771,fbd,156,132
51340278486,ade,194,192
51340287733,ccd,271,176
51340291083,dfa,274,46
51340303200,gcd,101,184
51340315345,dag,121,82
51340331566,fac,215,122
51340331778,bdc,214,47
51340351737,eec,298,160
51340386592,gcf,66,17
51340397541,cab,244,236
51340438577,bec,145,295
51340442833,abd,293,135
51340447157,gag,97,157
51340451296,efe,166,135
51340471158,acc,215,141
51340480693,bab,76,133
51340481746,ggf,212,49
51340493815,gdg,209,116
51340500775,ddb,119,46
51340587199,cga,165,276
51340593104,fff,13,99
51340603508,abc,209,6
51340617305,efe,58,108
51340689830,bef,75,5
51340692479,ffg,289,125
51340704306,dee,233,353
51340717234,feb,72,205
51340732372,bba,281,5
51340741574,eag,172,136
51340743507,gad,11,130
51340777568,gcg,15,26
51340783848,add,56,171
51340799317,cfg,22,245
51340802711,ace,130,313
51340808998,dfg,16,167
51340828451,bad,261,38
51340852881,ffa,185,12
51340871987,aad,137,186
51340893120,aac,93,234
51340894126,ace,44,338
51340902432,gcd,62,172
51340906358,bea,275,187
51340911940,bac,199,34
51340914636,bcf,58,211
51340924590,dfe,51,86
51340954411,cdc,104,134
51340993928,egf,276,69
51341025305,faf,164,29
51341044662,ade,260,182
51341087877,bcf,12,183
51341091949,cfd,133,50
51341102214,agc,221,6
51341115007,dfc,166,113
51341123127,ead,174,44
51341152216,eff,215,136
51341164946,dga,221,157
51341204990,beb,295,242
51341210924,adf,141,298
51341222733,age,292,108
51341228882,ccd,84,153
51341229952,afg,173,105
51341232178,gfg,57,88
51341248018,bec,5,250
51341249640,agb,99,236
51341257735,adb,107,210
51341296549,edb,193,145
51341324492,fba,281,238
51341325578,daf,238,417
51341336904,dfa,24,53
51341345847,dcf,82,225
51341425703,dbg,34,18
51341426165,efa,120,237
51341447345,dba,198,83
51341486413,fdc,175,144
51341492289,dcb,282,68
51341502500,cab,38,212
51341509784,fdd,59,23
51341518758,gcb,197,49
51341519158,bca,231,92
51341519571,aec,133,259
51341522511,bdc,278,45
51341528544,aec,5,287
51341530218,bbe,160,129
51341564352,agf,248,67
51341567762,fcc,263,15
51341578037,dgb,193,92
51341581788,ccf,165,32
51341583291,gbe,200,104
51341604806,cec,235,14
51341622638,dcc,231,162
51341688327,beg,17,147
51341699506,cac,59,101
51341713048,cfd,220,45
51341715832,cfb,35,12
51341722333,dda,151,89
51341760008,ega,179,17
51341765461,ddc,58,100
51341767455,efd,235,215
51341778308,bgd,40,57
51341784636,cfa,260,113
51341791431,abg,129,87
51341811056,ggg,272,138
51341834402,cfc,42,206
51341846150,fcb,254,385
51341874752,dee,140,296
51341893384,gdc,117,73
51341934356,gfa,7,171
51341939693,bdf,298,135
51341949781,ggb,117,24
51341972244,dae,128,156
51341977443,cac,58,93
51341981438,ced,34,66
51342007698,def,158,366
51342008046,agc,48,6
51342010343,ggb,266,22
51342022035,edd,278,176
51342022241,dde,164,76
51342046222,cbf,58,307
51342059961,gba,164,26
51342064794,gdg,114,97
51342068976,gae,131,103
51342078869,acg,165,250
51342087263,bbb,198,54
51342107771,egb,46,355
51342113173,cdg,78,149
51342120100,ege,58,237
51342127543,gfc,277,214
51342137949,cfa,239,106
51342176531,cff,116,28
51342182793,aae,269,80
51342191662,aee,196,9
51342213442,bed,4,53
51342237160,gfb,209,350
51342243293,cea,188,132
51342248313,fcg,267,398
51342249579,cec,73,15
51342262150,bdf,26,113
51342268409,adf,265,283
51342271087,bff,123,109
51342288791,aab,267,110
51342290308,acf,218,11
51342309944,bge,122,199
51342328061,cgf,194,252
51342344016,fge,72,163
51342372282,fbc,201,328
51342389058,geb,68,92
51342410521,abb,68,200
51342415340,dbb,12,127
51342417472,adg,163,214
51342423394,fbd,26,146
51342439039,fgg,269,164
51342445223,abd,289,129
51342445468,gce,34,414
51342475916,daa,171,69
51342503883,bef,98,5
51342516465,bag,177,81
51342517289,abc,68,7
51342566179,aag,243,250
51342577128,dfg,151,178
51342587463,gec,31,121
51342587501,bfb,12,124
51342594816,cgc,41,185
51342599192,gcc,290,132
51342615469,eba,148,123
51342656975,bbc,101,35
51342707188,dfb,141,102
51342712305,dfg,198,142
51342716443,fef,21,77
51342740849,bfa,278,154
51342744598,bgc,150,109
51342784739,eea,36,201
51342788549,bde,143,188
51342794972,eaa,167,251
51342807502,cbc,227,165
51342819282,aag,115,215
51342821527,aag,166,174
51342859813,gbb,90,211
51342864178,agb,4,264
51342869478,bga,287,50
51342879966,bbg,46,161
51342880347,ced,281,76
51342898353,cee,285,228
51342910300,ceg,37,134
51342932238,ace,117,314
51342984262,fdf,113,251
51343029689,gee,144,157
51343054630,bcg,178,110
51343076577,gef,118,117
51343087119,bee,163,85
51343092547,cce,209,214
51343095426,ebd,45,257
51343127500,gbf,145,266
51343139328,ecf,91,12
51343144511,ecd,158,93
51343172160,cbd,83,109
51343178893,fee,124,139
51343194492,ecg,163,94
51343242828,ebe,228,131
51343254672,fgf,143,203
51343262306,faa,235,86
51343266862,def,182,402
51343266887,cce,145,254
51343275102,egc,199,66
51343290715,ddc,286,114
51343300124,ebb,135,179
51343314341,aed,68,248
51343397483,ccb,242,14
51343397653,dda,5,103
51343424871,gda,75,429
51343447096,ede,261,13
51343447610,fed,109,282
51343461315,dff,39,353
51343463948,bfc,287,197
51343467781,eeb,215,130
51343476896,fda,67,56
51343487227,adf,40,232
51343489893,bdb,179,84
51343525899,cdf,93,100
51343537263,aac,87,205
51343598348,aff,186,8
51343630271,bfe,246,614
51343653815,dce,71,88
51343661581,gbg,237,14
51343665422,fgc,283,131
51343669885,afa,225,166
51343678115,dea,79,102
51343687566,cad,225,216
51343714345,bca,226,108
51343723382,ecb,204,90
51343767215,eac,140,20
51343769532,gec,37,101
51343830915,cef,246,194
51343872926,ecf,152,10
51343880733,gcd,17,175
51343882802,gac,182,121
51343908955,gdd,67,89
51343912386,edc,59,85
51343914587,edb,144,143
51343920101,afb,93,159
51343924881,bcd,39,113
51343931009,dde,183,72
51343953394,dcf,237,265
51343972346,fab,6,49
51343982779,bbd,142,88
51343998141,bgc,105,118
51343998632,caf,129,10
51344024122,aea,108,151
51344032053,fdf,292,271
51344035734,aba,189,176
51344035952,egf,85,66
51344053786,faf,150,30
51344060815,eef,246,252
51344077627,eca,8,13
51344084407,bdb,166,68
51344086214,agd,19,231
51344130184,edg,253,507
51344134410,afe,43,289
51344139020,abg,243,77
51344144169,caa,59,304
51344150622,bfd,136,200
51344179568,aac,22,186
51344180233,fdb,20,268
51344190093,bae,87,257
51344196670,dcg,73,187
51344211216,eba,216,98
51344257955,efd,131,240
51344270125,bcf,88,195
51344272949,ebc,82,51
51344273690,fca,4,168
51344273767,gbd,54,30
51344289401,eef,264,284
51344296696,gfg,269,87
51344312250,fde,68,54
51344319601,cac,197,88
51344327416,cfe,183,20
51344335713,ggc,65,54
51344339682,baf,162,18
51344355001,aed,48,248
51344373689,ddd,250,259
51344400238,aba,244,197
51344414763,bfc,140,161
51344421007,cbe,17,31
51344422334,gce,173,331
51344427241,gdd,79,83
51344437027,dgd,277,53
51344477599,afd,92,159
51344498408,aec,84,301
51344515780,bbb,163,50
51344516814,ffc,279,357
51344533181,feg,122,73
51344544165,fbb,226,10
51344556867,ddf,249,79
51344583378,edd,105,181
51344584891,aba,66,173
51344594101,fag,107,182
51344646372,cgg,224,308
51344648455,ebf,154,72
51344662899,eeg,173,143
51344664244,fcf,53,82
51344665843,eed,64,26
51344681951,dbe,48,155
51344710878,bdg,250,222
51344738016,bbf,111,113
51344740860,baa,135,180
51344765321,cae,219,215
51344772517,fae,38,373
51344774653,cae,141,187
51344782860,bef,62,5
51344809455,deb,221,172
51344809641,gag,191,178
51344827819,cge,196,174
51344836609,dfd,275,123
51344845317,eed,68,26
51344848297,cac,66,88
51344848967,dba,211,73
51344872134,bgb,216,214
51344931582,gac,68,123
51344935254,ded,194,139
51344943475,eae,132,76
51344979528,eca,257,11
51344990619,bgg,290,162
51344994328,dgg,29,218
51344999091,gfe,191,60
51345051194,ebf,250,79
51345051945,cba,276,134
51345056612,dac,10,98
51345071411,cag,186,57
51345078720,dad,220,156
51345080292,ebf,222,91
51345088552,fea,289,258
51345093842,ceg,51,144
51345097701,ddc,142,132
51345105197,aaf,171,254
51345105995,gde,148,43
51345107319,dbg,215,18
51345131755,gbf,129,260
51345147023,bdd,12,207
51345210007,edf,139,343
51345215579,cdb,190,13
51345220991,fce,88,11
51345252527,aeg,286,61
51345260520,cca,163,174
51345272336,ccb,24,15
51345297888,cgf,27,289
51345299549,gbe,107,86
51345302736,gdc,54,78
51345324801,ggc,29,48
51345340682,bee,299,89
51345348935,feg,65,79
51345368464,dbc,260,92
51345375497,ddc,36,157
51345385446,gcb,195,44
51345387916,cec,27,15
51345418860,gea,164,80
51345427656,gaa,35,135
51345436342,acg,24,265
51345441651,ece,120,124
51345443418,bbc,149,31
51345465844,gac,33,119
51345469201,bcg,6,128
51345492378,ggd,128,335
51345493033,fag,11,154
51345527017,eed,77,26
51345528604,ggf,151,56
51345569476,ede,123,15
51345594419,gab,15,85
51345615705,fgb,29,178
51345631036,dea,113,107
51345646167,aaf,38,261
51345648360,gbg,233,14
51345674903,bcb,7,104
51345684897,dgb,180,73
51345699295,fdd,126,23
51345704489,abc,217,7
51345704919,edd,60,191
51345733398,gad,91,150
51345733536,gaf,193,7
51345744734,gcb,108,36
51345751743,aeg,84,61
51345757481,gbc,33,177
51345762710,gfb,238,311
51345764747,cgd,92,23
51345768762,acb,137,209
51345777306,eda,5,70
51345780783,dfd,44,102
51345807941,dab,45,105
51345839599,bbg,187,157
51345882867,fbf,288,136
51345893233,eca,252,9
51345917311,egg,236,47
51345923199,gfb,129,304
51345935368,dge,283,40
51345944686,abe,23,334
51345985008,dab,79,108
51346028706,agg,266,70
51346041236,fec,38,23
51346055144,bgf,245,101
51346055195,gbf,31,213
51346058952,gdb,26,188
51346060088,bbc,26,26
51346079468,efb,165,147
51346088964,dag,260,65
51346099740,fde,275,62
51346111141,acb,40,173
51346114311,gge,61,306
51346115702,ebg,140,115
51346132777,fdb,205,238
51346135438,bga,78,51
51346153817,dcb,69,72
51346162135,dac,230,96
51346216696,egd,71,33
51346281998,add,183,169
51346283377,ccc,68,186
51346286738,bab,182,111
51346304225,adb,40,182
51346306520,cfa,17,115
51346309068,bge,123,193
51346312945,bfg,50,159
51346336525,cce,235,223
51346350672,bbc,143,25
51346377939,bgc,75,133
51346480772,fcc,207,17
51346490179,gef,294,132
51346508873,cda,215,68
51346565868,cbb,40,114
51346567110,fga,54,370
51346576936,fbg,271,36
51346579208,adg,88,196
51346584740,aed,284,292
51346665911,ddg,49,490
51346684798,ebg,175,125
51346688156,aga,34,312
51346724337,cgd,19,20
51346740922,ccg,200,77
51346749034,acd,39,52
51346766689,age,269,124
51346772086,cfe,75,18
51346775940,ddb,140,38
51346780897,bfb,97,147
51346787275,adc,127,193
51346791305,fae,77,346
51346800625,gga,233,296
51346800805,cfc,175,170
51346803077,bce,218,105
51346828411,gbd,179,26
51346828485,fdg,287,136
51346837939,geb,221,100
51346842457,dga,87,186
51346862129,bda,151,334
51346896213,bde,83,156
51346899136,aea,235,166
51346901446,dcd,45,191
51346901825,aef,229,251
51346928857,cdd,97,186
51346950221,aba,237,204
51346951361,bba,114,5
51346976501,dcc,296,192
51346989988,bdd,179,240
51347013117,fea,13,265
51347016041,dge,190,47
51347021474,fgf,65,166
51347043908,dgf,102,80
51347089545,eag,7,141
51347095461,bce,274,111
51347120444,cff,25,29
51347137611,gcg,139,26
51347141114,eec,72,185
51347169816,fgd,272,116
51347170393,eab,76,59
51347177497,efg,258,130
51347191041,bdf,24,133
51347200002,cbg,95,238
51347221387,afg,258,84
51347227146,fbe,43,154
51347250388,cbe,41,26
51347258139,ada,66,321
51347270231,cgb,31,73
51347306060,gff,261,20
51347306874,gcf,103,14
51347319733,aaf,94,305
51347330667,eea,268,203
51347339248,efg,12,152
51347341094,bab,105,132
51347354127,deg,138,78
51347378767,bfd,267,225
51347378975,fbd,200,148
51347382282,gbg,278,14
51347441553,agb,201,266
51347443282,bcc,42,10
51347446453,aed,80,233
51347450337,afd,15,171
51347461194,gge,89,260
51347464954,gee,206,169
51347497508,ffb,203,149
51347520466,dfb,49,121
51347520552,gab,224,95
51347532600,gfc,240,175
51347544514,dgc,251,39
51347552901,ecf,245,10
51347556249,fcb,297,377
51347621216,gae,196,115
51347651216,fgb,139,194
51347653575,dec,270,64
51347665594,agg,127,77
51347689449,fda,135,48
51347690855,aeg,282,62
51347712690,aca,253,5
51347746930,geg,182,394
51347800601,dag,170,70
51347807717,gdd,189,97
51347811030,egb,284,394
51347821206,abf,161,57
51347830729,gbb,3,229
51347854670,bae,296,298
51347858957,bgb,281,186
51347859893,ffd,35,78
51347886497,dcd,105,217
51347894799,abd,236,121
51347905542,afc,69,161
51347924236,gga,69,260
51347938542,fbc,133,301
51347943409,dfg,199,137
51347985851,fea,100,296
51348018067,cbf,49,282
51348032367,ffg,122,118
51348049172,baf,216,14
51348054904,feb,16,225
51348058074,agg,12,85
51348068974,cde,197,426
51348072080,faa,270,77
51348099586,dfc,82,122
51348102240,gca,31,187
51348105252,abg,70,83
51348131081,eba,41,101
51348174504,bfg,17,182
51348183036,fcd,31,281
51348214215,bgd,111,52
51348249202,afb,271,182
51348253967,ceb,54,412
51348257642,agb,62,252
51348257942,bff,17,106
51348261786,gfe,28,69
51348270384,dcg,209,164
51348326216,fbd,73,158
51348337100,bfc,203,173
51348352141,gdf,172,278
51348353502,gcf,72,16
51348355506,cfc,296,176
51348356601,ecb,165,77
51348374770,aaa,130,241
51348378416,gdd,161,103
51348427751,ged,69,330
51348469628,ccf,230,29
51348482255,ddg,27,514
51348496678,ecc,157,103
51348514461,fec,233,22
51348528651,gfg,52,95
51348542905,fea,176,281
51348553987,beg,133,157
51348559844,fae,148,380
51348560658,gdc,194,64
51348577176,cdg,254,131
51348594500,ddd,27,264
51348608427,bef,291,5
51348612296,fac,246,106
51348621370,gae,155,121
51348629531,aeb,39,180
51348650401,ccd,271,182
51348653449,dgb,73,64
51348662756,ege,191,196
51348665065,fbc,183,243
51348666912,dce,25,81
51348671425,gfd,177,148
51348683903,ded,219,123
51348684573,fdb,88,226
51348719136,dgf,53,80
51348719969,dde,238,58
51348724831,egc,77,62
51348728773,dec,183,58
51348776901,eac,90,22
51348781613,dbg,156,21
51348799668,aef,209,261
51348800502,dbf,161,405
51348805742,dcf,41,283
51348840037,ced,108,61
51348840982,ggd,50,361
51348855201,fcg,183,318
51348870669,bac,268,34
51348873554,eaf,196,18
51348897017,bdc,299,44
51348916279,ecg,268,88
51348921183,egg,191,38
51348929696,dgf,284,80
51348935418,ebb,231,168
51348936326,eeg,231,120
51348947240,dgd,104,59
51348949144,ddb,47,34
51349003834,ebd,32,213
51349022961,eca,10,9
51349030188,eee,27,173
51349030639,eeb,58,118
51349034156,aee,165,8
51349052897,cab,63,226
51349054756,fcf,93,79
51349056626,fba,155,221
51349080389,fdc,8,152
51349105798,beg,226,167
51349110965,cbe,211,24
51349123507,ffg,255,95
51349128500,cbd,263,115
51349152514,gcc,284,109
51349153673,eag,85,150
51349157761,dbb,206,110
51349175674,ffc,36,410
51349191445,ebf,259,90
51349191756,fca,200,134
51349191791,fad,224,72
51349219562,gda,61,416
51349219662,bcd,54,134
51349229897,bda,230,303
51349233421,ceg,101,135
51349287390,cgd,236,17
51349293807,dda,193,104
51349310666,cca,160,147
51349311764,ebe,158,150
51349316702,gba,39,22
51349327899,agf,76,69
51349337093,bgb,152,195
51349352573,dbd,227,343
51349374692,ead,233,40
51349378609,cfa,15,124
51349407341,eed,283,20
51349424414,aff,226,6
51349426348,ade,19,180
51349434543,gfe,159,71
51349436860,bag,231,85
51349451030,aga,76,274
51349452020,ccd,17,205
51349472130,dca,21,342
51349473848,daf,192,375
51349497739,fed,291,315
51349506019,ffd,124,92
51349510971,cde,8,472
51349515836,fed,278,324
51349523669,ceg,103,120
51349533629,bea,241,179
51349535571,acc,37,136
51349563964,bbd,276,72
51349576018,ffd,241,93
51349588219,ffe,97,10
51349600384,fda,299,49
51349623967,bfd,64,216
51349625166,cba,192,113
51349635820,efc,279,289
51349637250,eeb,226,102
51349651392,efe,180,128
51349723304,cdc,130,144
51349728069,dfc,225,98
51349755394,cfg,135,200
51349769331,beb,144,196
51349773514,bbf,194,118
51349781690,bee,204,81
51349795207,eea,226,196
51349800969,dfa,269,51
51349815391,dbg,226,19
51349835076,gda,165,361
51349868699,bfa,45,133
51349887722,gbd,167,22
51349893791,agc,166,5
51349924409,ggg,266,126
51349932399,cac,118,74
51349944965,bbe,67,143
51349965801,cga,1,262
51349967658,ddf,253,67
51349981537,dfe,18,75
51349987322,fgg,29,150
51349992403,dbd,269,343
51350013491,bda,206,345
51350076563,bfc,277,195
51350095030,gaf,110,5
51350097595,dfb,154,124
51350100248,def,212,418
51350123361,fff,193,95
51350140480,gag,214,160
51350145288,fee,243,140
51350152173,cgc,133,207
51350170290,bfd,69,244
51350204400,acf,210,12
51350217689,dae,9,151
51350226849,fee,14,127
51350229324,aec,237,291
51350237509,bec,159,295
51350249129,aae,226,84
51350290838,cea,74,138
51350306212,dag,104,74
51350307746,aea,224,164
51350346613,ffb,42,153
51350353622,bff,33,101
51350378054,aad,187,186
51350398019,fdf,254,260
51350401639,gcf,238,19
51350401640,eeb,135,95
51350404018,eaa,65,258
51350414882,adg,86,164
51350416435,bbg,298,186
51350423861,cdb,123,11
51350443621,faf,217,28
51350448231,bae,32,351
51350448775,dcb,278,74
51350453250,gef,80,112
51350474139,dcd,64,240
51350491434,ccb,47,15
51350501702,fgb,258,159
51350504824,afe,282,283
51350525952,dee,54,290
51350533253,ecd,136,79
51350561348,cbf,260,287
51350565318,fgc,134,146
51350569556,cad,17,185
51350574679,fga,244,314
51350581385,ffg,188,99
51350587905,bad,215,34
51350604937,efa,87,279
51350610254,egf,185,52
51350620801,dgd,8,53
51350654923,cgg,47,249
51350660800,gfa,60,150
51350662303,gbe,224,70
51350665768,ded,93,130
51350694053,fga,292,345
51350702607,ada,71,369
51350732175,gfe,156,71
51350744533,adc,134,191
51350749398,eff,72,118
51350750160,gbg,99,14
51350769535,aec,17,305
51350770668,gfa,53,178
51350782814,fge,255,177
51350844709,ffa,299,11
51350863450,edc,199,99
51350888215,gec,288,108
51350899668,edg,13,430
51350921693,dff,172,363
51350926473,cdc,210,165
51350933504,edb,277,163
51351018941,efb,13,163
51351035327,cbc,168,161
51351040361,ebc,164,47
51351044433,adf,154,220
51351050305,bdd,5,278
51351056461,dcc,201,222
51351095540,dbe,208,173
51351139691,dad,253,162
51351145738,caf,80,11
51351160373,cgb,286,79
51351160631,cee,144,230
51351176822,aad,220,215
51351188527,fgc,44,138
51351194346,cbe,33,22
51351218794,bed,165,45
51351221792,cfd,10,36
51351231908,gcd,244,203
51351258033,dff,273,406
51351260352,afg,290,72
51351299903,agg,275,70
51351301642,ffb,287,160
51351353377,fdd,227,23
51351377295,bec,248,333
51351379914,ega,111,17
51351382989,abd,102,137
51351388577,fad,52,72
51351402409,gef,281,106
51351443110,gac,56,103
51351450949,cfd,217,37
51351453675,fda,229,52
51351481244,dga,119,180
51351487861,bge,126,210
51351489151,edg,144,430
51351495022,bbf,117,97
51351507461,efe,175,136
51351508268,fbf,144,127
51351509555,agd,259,198
51351510380,dac,240,76
51351536913,cfa,11,109
51351538545,fbb,206,8
51351585504,cfb,270,10
51351633971,dge,280,50
51351635261,bfg,63,152
51351642883,ggb,130,21
51351670411,fdc,130,177
51351671629,cfc,16,186
51351689603,aag,272,149
51351706751,cgf,263,280
51351726240,cbc,149,180
51351726858,gdd,132,115
51351735368,eed,19,18
51351735816,ddc,76,157
51351746249,fag,276,172
51351748458,ffc,173,377
51351748548,cdf,153,90
51351752490,cfa,223,128
51351755608,bdb,118,70
51351762796,gge,32,291
51351791497,ddf,182,69
51351796796,cad,255,159
51351799344,ead,12,36
51351802900,cbg,277,259
51351808326,abc,162,5
51351820567,aec,175,295
51351864258,gbc,259,182
51351881146,cfc,12,156
51351907678,dga,255,160
51351917059,cda,152,62
51351952275,ega,79,14
51351960181,ggd,174,339
51351980189,gdc,171,58
51351982384,bcf,200,224
51351987655,ggb,269,22
51352009699,cef,168,194
51352025377,agd,261,199
51352053648,gdg,277,85
51352057589,ded,196,152
51352072541,ced,6,63
51352080728,bfe,112,669
51352097892,ade,294,201
51352104475,dce,282,65
51352108346,cbf,209,238
51352114592,dga,191,190
51352120405,fed,77,346
51352171559,eae,285,62
51352176649,fef,299,83
51352177688,dcc,156,233
51352195090,feg,228,63
51352247031,bce,146,97
51352265319,bea,90,146
51352266379,aab,12,93
51352274806,fed,154,304
51352299462,bca,282,120
51352317791,baf,166,14
51352349619,abb,4,220
51352353765,gcb,264,34
51352381132,fgf,271,190
51352383584,ccd,34,229
51352386165,cfa,85,102
51352415041,ace,124,357
51352418997,fcb,169,324
51352420096,fca,92,119
51352442068,egc,56,65
51352442642,gee,61,177
51352465114,dbc,246,88
51352472393,daa,220,62
51352490358,dbb,270,126
51352536625,gdg,274,87
51352549403,agf,118,75
51352550691,afa,137,132
51352551787,eaa,132,232
51352563592,geb,12,98
51352567411,gff,287,18
51352604065,dba,258,60
51352611070,gaa,146,137
51352702229,cfb,8,11
51352721323,bga,95,41
51352735712,bfe,117,709
51352758305,ded,253,126
51352761062,bbc,35,28
51352804370,bcb,58,100
51352830518,efb,123,163
51352848087,fff,73,98
51352861891,bgf,293,110
51352873401,faa,113,70
51352876146,gae,24,110
51352880545,gfe,3,81
51352913332,efa,92,320
51352918520,aee,212,7
51352931141,fab,149,58
51352938358,ged,55,356
51352938718,ggc,129,42
51352939290,edc,54,89
51352947457,agf,284,63
51352948678,ege,7,225
51352953335,bba,54,5
51352963999,aac,290,180
51352997342,eec,123,203
51353005644,gcc,184,90
51353037931,ecf,15,9
51353045500,bef,146,5
51353051459,dcf,211,285
51353060288,ece,21,121
51353061014,gca,281,158
51353062508,gbe,92,79
51353070659,gga,112,252
51353073816,cfb,80,11
51353075009,aec,138,236
51353076603,gac,282,109
51353080221,fcd,246,224
51353097022,dgf,283,66
51353118727,baf,97,13
51353125662,fea,231,334
51353126973,dfa,237,47
51353128492,fab,88,51
51353153121,ebd,52,187
51353181614,bbc,73,23
51353182484,dea,291,118
51353195643,dae,91,126
51353210982,bde,135,168
51353213594,dab,257,115
51353224758,bcg,38,133
51353235990,baa,18,208
51353241518,efg,62,132
51353249991,age,207,147
51353265240,bbb,72,47
51353332318,afe,27,336
51353336955,aaf,90,335
51353360832,gag,179,156
51353483746,dfg,273,112
51353484055,edd,285,191
51353572420,bfc,103,200
51353587909,caa,188,270
51353588660,eca,195,7
51353591801,cce,215,245
51353593740,gde,94,49
51353607138,ggf,87,56
51353643046,ceg,277,106
51353739944,afc,139,169
51353787790,gae,286,90
51353815727,beb,78,178
51353829607,gad,256,177
51353829639,gdg,5,94
51353836114,bdc,281,37
51353857858,ebf,84,90
51353861760,ecf,83,9
51353864217,dec,135,48
51353866775,caa,161,261
51353882918,cff,201,31
51353964272,eef,124,235
51353965330,fbc,222,230
51353978798,daa,289,67
51353981017,cdd,109,206
51353984928,deb,263,139
51354004527,dfg,266,112
51354041092,aba,174,201
51354041136,abf,282,45
51354050786,abg,176,72
51354053671,gce,257,321
51354103770,efd,77,240
51354133903,afd,124,160
51354138059,dgg,242,257
51354147378,ade,151,223
51354158170,bdg,290,255
51354184004,dbg,94,19
51354197566,gee,16,177
51354202967,abc,139,5
51354206576,aeb,189,192
51354215730,egb,146,453
51354239390,bde,42,137
51354260839,ade,290,234
51354297004,bgg,110,131
51354299523,aed,255,207
51354365690,gbb,161,199
51354392176,cfa,286,96
51354395198,geg,280,342
